,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),System Load (kW),Current (A),Dust and Dirt Accumulation (g/m²),Battery Low Flag,Customer Profile,Solar Irradiance (W/m²)
4735,29.98321754,216.5240277,0.353939447,0.286322242,,1.608815669,3.313,True,Residential,721.7467589
4737,33.85575716,203.8833681,0.559168404,0.248993365,,2.541674565,3.315,True,Residential,679.6112269
4740,32.9864668,199.9482132,0.249939067,0.324757052,,1.136086667,3.318,False,Residential,666.4940441
4741,34.74822428,161.8034017,0.435925039,0.256226643,,1.981477448,3.319,True,Residential,539.3446724
4743,31.72705788,171.1675061,0.225275952,0.289452949,,1.023981599,3.321,True,Residential,570.5583535
4745,34.75590875,153.9546652,0.203535541,0.313511499,,0.925161549,3.323,False,Residential,513.1822173
4746,29.00326762,143.0486151,0.49909938,0.224498808,,2.268633543,3.324,True,Residential,476.828717
4750,34.83606429,110.686458,0.485830956,0.223811882,,2.208322529,3.328,True,Residential,368.9548598
4755,29.52323839,44.69186444,0.35372586,0.227487202,,1.60784482,3.333,True,Residential,148.9728815
4814,32.30199715,102.0071463,0.497820673,0.211480068,,2.262821241,3.392,True,Residential,340.0238209
4819,33.26374998,145.9089589,0.593863181,0.214985033,,2.699378096,3.397,True,Residential,486.3631964
4823,34.29647315,154.0714463,0.498588727,0.252092897,,2.266312395,3.401,True,Residential,513.5714875
4826,33.84859258,218.7380131,0.355055297,0.307948685,,1.613887716,3.404,False,Residential,729.1267104
4827,33.14801647,185.8172543,0.439743329,0.244467167,,1.998833313,3.405,True,Residential,619.3908476
4830,31.48765574,205.3722701,0.302146296,0.319307212,,1.373392257,3.408,False,Residential,684.5742337
4831,32.67471503,177.2759515,0.203467576,0.312759306,,0.924852618,3.409,False,Residential,590.9198383
4832,34.04838403,211.2352392,0.434558066,0.256928599,,1.975263936,3.41,True,Residential,704.117464
4834,34.47340236,171.4692547,0.302800869,0.278202614,,1.376367587,3.412,True,Residential,571.5641823
4836,31.23045623,185.1036216,0.44024594,0.263718149,,2.001117909,3.414,True,Residential,617.012072
4838,32.70744947,180.6062441,0.528238826,0.222940367,,2.401085575,3.416,True,Residential,602.0208137
4841,31.30258357,151.4637871,0.350272985,0.260418433,,1.592149932,3.419,True,Residential,504.8792905
4844,32.73129148,124.1933206,0.296165033,0.287373001,,1.346204695,3.422,True,Residential,413.9777353
4846,30.29305977,96.63836265,0.376405904,0.248362395,,1.710935927,3.424,True,Residential,322.1278755
4850,34.63719253,66.82798477,0.549592985,0.2,,2.498149933,3.428,True,Residential,222.7599492
4911,33.50944328,102.9244205,0.307930521,0.266811933,,1.399684186,3.489,True,Residential,343.0814018
4914,34.73099107,144.0723365,0.202708206,0.308074227,,0.921400937,3.492,False,Residential,480.2411217
4915,34.65212323,125.7837292,0.285550207,0.268132608,,1.297955486,3.493,True,Residential,419.2790972
4917,33.71612104,159.1677451,0.515046087,0.217042896,,2.341118579,3.495,True,Residential,530.5591503
4921,32.04403908,187.4060775,0.485033147,0.266076665,,2.204696124,3.499,True,Residential,624.6869251
4923,30.23125502,186.6399746,0.54791737,0.217584126,,2.490533502,3.501,True,Residential,622.1332487
4926,30.88844042,200.2757609,0.481558922,0.242614779,,2.188904192,3.504,True,Residential,667.5858695
4929,31.48174148,201.8141247,0.540619016,0.2535802,,2.457359162,3.507,True,Residential,672.7137491
4931,34.1199187,186.7976362,0.50446382,0.226015846,,2.293017362,3.509,True,Residential,622.6587874
4934,34.51142861,186.8254728,0.414593973,0.260205892,,1.884518058,3.512,True,Residential,622.7515762
4936,29.82813366,171.675595,0.508127397,0.219367443,,2.309669989,3.514,True,Residential,572.2519832
4940,33.67804605,121.2595706,0.524927163,0.225912907,,2.38603256,3.518,True,Residential,404.1985685
4944,30.91675608,84.03794286,0.443627614,0.222159742,,2.016489156,3.522,True,Residential,280.1264762
5004,32.77147539,50.09488884,0.472976805,0.2,,2.149894567,3.582,True,Residential,166.9829628
5010,32.84645819,126.4218883,0.318629167,0.284602061,,1.448314396,3.588,True,Residential,421.4062945
5012,33.48322281,147.9402185,0.593160171,0.208499489,,2.696182594,3.59,True,Residential,493.1340616
5016,30.66731679,179.6450028,0.364260228,0.275314165,,1.65572831,3.594,True,Residential,598.8166759
5018,29.81606112,156.2095117,0.306064929,0.285789736,,1.391204221,3.596,True,Residential,520.6983722
5020,29.99039538,220.596274,0.369081943,0.292887032,,1.677645196,3.598,True,Residential,735.3209133
5022,31.1496984,184.0315024,0.313133249,0.308782975,,1.423332949,3.6,False,Residential,613.4383414
5023,33.27374427,205.4488397,0.49770774,0.23571825,,2.262307911,3.601,True,Residential,684.8294658
5026,31.36463182,194.4211704,0.587260882,0.226479527,,2.669367645,3.604,True,Residential,648.0705679
5029,30.79738879,167.9561733,0.527839462,0.226559836,,2.399270284,3.607,True,Residential,559.8539111
5032,30.37416618,163.7367262,0.541185874,0.220141365,,2.459935791,3.61,True,Residential,545.7890872
5036,29.05726849,112.5080714,0.562700566,0.214230946,,2.557729846,3.614,True,Residential,375.0269047
5041,33.21861453,80.1229834,0.249457805,0.27569361,,1.133899115,3.619,True,Residential,267.0766113
5044,31.74344323,35.5329266,0.203429536,0.259882607,,0.92467971,3.622,True,Residential,118.4430887
5101,31.94041881,70.40102674,0.529821358,0.2,,2.4082789,3.679,True,Residential,234.6700891
5107,29.08744169,123.9493894,0.386280419,0.257160759,,1.755820086,3.685,True,Residential,413.1646314
5110,30.48983529,169.4592681,0.296084744,0.305401393,,1.345839747,3.688,False,Residential,564.8642271
5111,33.91069955,168.4567615,0.203206987,0.296713837,,0.923668125,3.689,True,Residential,561.5225384
5113,32.76999967,178.2892823,0.564177849,0.247093813,,2.564444768,3.691,True,Residential,594.2976076
5116,32.68256839,182.3857705,0.510828491,0.251480624,,2.321947687,3.694,True,Residential,607.9525683
5119,31.03954726,177.7690498,0.57264048,0.241520466,,2.602911274,3.697,True,Residential,592.5634995
5122,34.20599567,186.2573766,0.534185866,0.251079621,,2.428117575,3.7,True,Residential,620.8579221
5125,29.66870057,194.0545565,0.591610109,0.246817929,,2.689136861,3.703,True,Residential,646.8485216
5128,29.70384595,146.203658,0.589572398,0.22008373,,2.679874537,3.706,True,Residential,487.3455267
5132,30.98116358,129.098169,0.493109947,0.226144522,,2.241408851,3.71,True,Residential,430.3272299
5136,32.61502591,78.11963569,0.420198814,0.219852463,,1.909994611,3.714,True,Residential,260.3987856
5196,32.92505526,64.0755107,0.460394156,0.209902482,,2.092700707,3.774,True,Residential,213.5850357
5201,30.86485891,114.6870663,0.204146326,0.277929402,,0.927937846,3.779,True,Residential,382.290221
5203,29.48686924,123.8723416,0.255490232,0.273771296,,1.161319236,3.781,True,Residential,412.9078053
5205,29.8116959,152.7047657,0.59805926,0.20044068,,2.718451181,3.783,True,Residential,509.0158855
5209,31.31047931,174.0866178,0.344424652,0.27579122,,1.565566599,3.787,True,Residential,580.2887259
5211,30.30131888,177.242099,0.491416394,0.241796306,,2.233710883,3.789,True,Residential,590.8069966
5214,32.09853407,196.2388502,0.402920505,0.276630987,,1.831456843,3.792,True,Residential,654.1295005
5216,29.84904772,193.6565595,0.311222083,0.294771955,,1.414645833,3.794,True,Residential,645.521865
5218,34.85756545,188.8773872,0.575190698,0.245464281,,2.614503171,3.796,True,Residential,629.5912908
5221,33.29718149,175.3366367,0.49072961,0.249774421,,2.230589136,3.799,True,Residential,584.4554556
5224,32.37233378,149.5094838,0.334381772,0.28297985,,1.519917144,3.802,True,Residential,498.3649459
5226,30.97996148,138.7392515,0.235389124,0.294673718,,1.069950565,3.804,True,Residential,462.4641715
5228,32.21212387,117.1430706,0.413236776,0.256832679,,1.878348982,3.806,True,Residential,390.476902
5231,34.93523533,94.49947195,0.208904757,0.277939344,,0.949567077,3.809,True,Residential,314.9982398
5234,33.03030252,67.35359291,0.390650521,0.231984895,,1.775684186,3.812,True,Residential,224.5119764
5293,29.744254,63.16267995,0.565450179,0.2,,2.570228085,3.871,True,Residential,210.5422665
5298,29.29972557,129.4960274,0.318065801,0.253932295,,1.445753642,3.876,True,Residential,431.6534246
5301,30.89445685,149.4615766,0.217988352,0.309420088,,0.990856143,3.879,False,Residential,498.2052554
5302,33.75472889,144.0709234,0.387798101,0.248488294,,1.76271864,3.88,True,Residential,480.2364112
5305,31.5091187,157.2980299,0.321080753,0.285474202,,1.459457969,3.883,True,Residential,524.3267664
5307,33.03583098,159.0258277,0.508235013,0.238892274,,2.310159152,3.885,True,Residential,530.0860925
5310,29.11830614,173.1301717,0.585575399,0.225288613,,2.66170636,3.888,True,Residential,577.1005722
5313,31.73696538,200.8981941,0.293232299,0.291964883,,1.332874084,3.891,True,Residential,669.6606471
5315,30.08047747,170.3014938,0.453551049,0.267954014,,2.061595678,3.893,True,Residential,567.671646
5317,29.01201535,149.4593389,0.550010138,0.209729322,,2.500046081,3.895,True,Residential,498.1977962
5321,31.23802231,137.175888,0.202213645,0.309508174,,0.919152933,3.899,False,Residential,457.25296
5322,32.89247213,137.3646293,0.568372579,0.201756187,,2.583511721,3.9,True,Residential,457.8820976
5327,32.05324925,105.7988071,0.400126821,0.243614151,,1.818758279,3.905,True,Residential,352.6626905
5332,33.12845096,26.06725179,0.483226306,0.2,,2.19648321,3.91,True,Residential,86.8908393
5392,29.12231292,101.307357,0.459088388,0.225665161,,2.086765401,3.97,True,Residential,337.6911901
5396,33.48177221,132.0843992,0.236821326,0.28798839,,1.076460572,3.974,True,Residential,440.2813308
5398,29.60554191,160.3902769,0.490117537,0.24066942,,2.227806986,3.976,True,Residential,534.6342565
5401,32.31613667,160.0259492,0.297456026,0.284905603,,1.352072844,3.979,True,Residential,533.4198306
5403,31.3388184,183.9928705,0.460192259,0.262304056,,2.091782997,3.981,True,Residential,613.3095682
5405,33.46329534,179.1767735,0.476145663,0.230049856,,2.164298466,3.983,True,Residential,597.2559118
5408,34.47541406,176.9556862,0.487251157,0.246644049,,2.214777987,3.986,True,Residential,589.8522872
5411,32.45468314,170.9448339,0.526840351,0.244543435,,2.394728869,3.989,True,Residential,569.8161131
5414,32.37107846,160.5310256,0.512183449,0.243083819,,2.328106584,3.992,True,Residential,535.1034187
5417,30.64790832,126.4770796,0.344854939,0.266905229,,1.567522451,3.995,True,Residential,421.5902652
5420,30.84363298,128.8982384,0.508869768,0.240718899,,2.313044399,3.998,True,Residential,429.6607946
5424,29.15716806,83.3595371,0.333079204,0.254375821,,1.513996383,4.002,True,Residential,277.8651237
5429,30.00846878,21.31391897,0.218320154,0.260401484,,0.992364337,4.007,True,Residential,71.04639655
5484,34.67860269,53.15115631,0.371926735,0.22089268,,1.690576067,4.062,True,Residential,177.170521
5489,34.94038856,112.2582561,0.274903827,0.260715308,,1.249562849,4.067,True,Residential,374.1941871
5492,30.08307694,121.8046066,0.561271359,0.212669121,,2.551233448,4.07,True,Residential,406.0153552
5496,30.41090797,156.898012,0.251438781,0.296899666,,1.142903549,4.074,True,Residential,522.9933734
5498,30.65252534,168.430317,0.464738062,0.266232159,,2.112445737,4.076,True,Residential,561.43439
5500,32.13776505,182.7940941,0.501186883,0.229805208,,2.278122196,4.078,True,Residential,609.3136471
5503,30.0062528,180.5478594,0.355703069,0.27280116,,1.616832133,4.081,True,Residential,601.8261979
5505,34.63893722,185.7130912,0.3526879,0.275134649,,1.603126819,4.083,True,Residential,619.0436375
5507,34.96752134,183.4411219,0.36877224,0.271313349,,1.676237457,4.085,True,Residential,611.4704065
5509,32.61726692,165.8679067,0.27490463,0.285994969,,1.249566501,4.087,True,Residential,552.8930225
5511,34.7550956,157.903845,0.392951287,0.269192293,,1.786142213,4.089,True,Residential,526.3461499
5513,32.94557944,132.4796099,0.248120983,0.277540282,,1.127822649,4.091,True,Residential,441.5986997
5515,32.34034931,110.1453797,0.442696267,0.224944387,,2.012255757,4.093,True,Residential,367.1512658
5519,32.21129708,86.10825766,0.468700344,0.206905038,,2.130456108,4.097,True,Residential,287.0275255
5579,32.49142565,52.96155232,0.340416486,0.229997516,,1.547347663,4.157,True,Residential,176.5385077
5585,31.20842943,111.096518,0.571465305,0.210740513,,2.59756957,4.163,True,Residential,370.3217265
5589,30.94812841,141.8812659,0.586034587,0.2,,2.663793576,4.167,True,Residential,472.9375529
5593,29.58661577,162.2560575,0.401610423,0.254906408,,1.825501923,4.171,True,Residential,540.8535252
5596,32.92844069,171.6941419,0.555317037,0.238087848,,2.524168348,4.174,True,Residential,572.3138062
5599,29.67286255,171.6480434,0.371940301,0.274437314,,1.690637733,4.177,True,Residential,572.1601447
5601,29.4498832,169.557184,0.3680907,0.267474989,,1.673139543,4.179,True,Residential,565.1906133
5603,33.88197916,158.9386159,0.461895831,0.234413243,,2.099526503,4.181,True,Residential,529.7953863
5606,33.79180592,167.7493102,0.222067626,0.296705653,,1.009398299,4.184,True,Residential,559.1643672
5608,31.46042088,157.293041,0.25006409,0.308814636,,1.136654956,4.186,False,Residential,524.3101367
5609,30.34529555,146.5346752,0.468044393,0.228437206,,2.127474514,4.187,True,Residential,488.4489173
5613,29.59216408,104.8034753,0.49149354,0.233320216,,2.234061547,4.191,True,Residential,349.3449175
5618,32.17155076,60.13692817,0.211928272,0.279138129,,0.963310329,4.196,True,Residential,200.4564272
5621,29.620165,20.02021163,0.46078472,0.2,,2.094476002,4.199,True,Residential,66.73403877
5681,32.33517008,132.2923634,0.4181476,0.252607343,,1.900670909,4.259,True,Residential,440.9745446
5684,34.29606085,124.2073828,0.3615614,0.251198324,,1.643460907,4.262,True,Residential,414.0246092
5687,32.88136993,151.026333,0.415697476,0.251555789,,1.889533982,4.265,True,Residential,503.4211101
5690,29.17089266,159.1550773,0.304945912,0.2907338,,1.386117782,4.268,True,Residential,530.5169244
5692,33.15996383,172.1579229,0.390219559,0.277283686,,1.773725269,4.27,True,Residential,573.8597429
5694,29.05035756,165.8271876,0.451182976,0.250249574,,2.050831709,4.272,True,Residential,552.7572919
5697,33.22527606,172.8252146,0.507346986,0.255276994,,2.306122664,4.275,True,Residential,576.0840488
5700,29.55631209,167.2121176,0.282201216,0.305626438,,1.282732802,4.278,False,Residential,557.3737254
5701,30.38511705,156.4681475,0.397260192,0.245428427,,1.805728144,4.279,True,Residential,521.5604916
5704,32.52651595,140.5146625,0.290785993,0.284188143,,1.321754514,4.282,True,Residential,468.3822084
5706,29.95232795,131.6220505,0.513252565,0.224662917,,2.332966205,4.284,True,Residential,438.7401683
5710,32.50456619,103.7028463,0.305346276,0.269415974,,1.387937618,4.288,True,Residential,345.6761544
5713,31.83399115,63.56099817,0.514224404,0.2,,2.337383655,4.291,True,Residential,211.8699939
5774,32.72868998,78.67255952,0.525311951,0.200127605,,2.387781597,4.352,True,Residential,262.2418651
5780,33.60188496,121.2357555,0.380859098,0.266133587,,1.731177718,4.358,True,Residential,404.1191851
5783,34.60257698,141.4085149,0.566083909,0.226037871,,2.573108675,4.361,True,Residential,471.3617165
5786,30.71238672,167.0307374,0.500593472,0.219007716,,2.275424872,4.364,True,Residential,556.7691248
5790,32.97063831,184.0937511,0.596095939,0.236850059,,2.709526995,4.368,True,Residential,613.645837
5793,32.81475531,163.329332,0.468424472,0.25145302,,2.129202147,4.371,True,Residential,544.4311067
5796,32.67644122,153.2926268,0.331762178,0.29021627,,1.508009898,4.374,True,Residential,510.9754228
5798,31.02858055,146.3301074,0.328883471,0.284457373,,1.494924868,4.376,True,Residential,487.7670247
5800,32.3645608,136.4092973,0.378487188,0.26131414,,1.720396308,4.378,True,Residential,454.6976576
5803,31.44546563,122.0745765,0.574485726,0.210910063,,2.611298756,4.381,True,Residential,406.9152549
5808,32.37242795,73.09780402,0.201002042,0.273835986,,0.913645647,4.386,True,Residential,243.6593467
5811,33.05726744,40.20913097,0.408958916,0.2092666,,1.858904163,4.389,True,Residential,134.0304366
5871,31.54698257,85.61760767,0.472427674,0.224028505,,2.14739852,4.449,True,Residential,285.3920256
5875,33.63926009,121.8913658,0.540480004,0.2,,2.456727292,4.453,True,Residential,406.3045528
5880,30.87037206,148.7946953,0.541514052,0.232808657,,2.461427508,4.458,True,Residential,495.9823178
5883,32.31308536,155.7974142,0.43323272,0.2403474,,1.969239638,4.461,True,Residential,519.324714
5886,32.57071892,163.0701302,0.458306714,0.24523165,,2.083212334,4.464,True,Residential,543.5671006
5889,30.49551469,161.1541118,0.441829294,0.257539907,,2.008314972,4.467,True,Residential,537.1803725
5891,30.83735227,156.5691451,0.550774669,0.201459833,,2.50352122,4.469,True,Residential,521.8971503
5895,33.61226933,146.9736415,0.409933221,0.249237892,,1.863332821,4.473,True,Residential,489.9121384
5898,32.67136715,128.3991218,0.382538039,0.254717068,,1.73880927,4.476,True,Residential,427.9970727
5901,29.01721523,102.464994,0.421844874,0.230905245,,1.917476702,4.479,True,Residential,341.54998
5906,34.71640959,43.21034727,0.203957314,0.265718395,,0.9270787,4.484,True,Residential,144.0344909
5961,34.40129907,23.24384952,0.354895866,0.218064151,,1.613163026,4.539,True,Residential,77.47949841
5968,31.25604051,94.4813902,0.527637594,0.2,,2.398352702,4.546,True,Residential,314.9379673
5973,34.79123953,137.8554244,0.31770568,0.26151584,,1.444116727,4.551,True,Residential,459.5180814
5976,29.46520798,138.2136436,0.589426877,0.216212244,,2.679213078,4.554,True,Residential,460.7121455
5980,33.37283949,174.5025127,0.277554055,0.31099965,,1.261609343,4.558,False,Residential,581.6750422
5981,30.79249762,149.1068247,0.469098807,0.231001654,,2.132267306,4.559,True,Residential,497.022749
5984,32.28829611,160.0273309,0.584749692,0.206429251,,2.657953146,4.562,True,Residential,533.4244363
5988,34.78939304,151.7356952,0.431954098,0.254097767,,1.963427717,4.566,True,Residential,505.7856506
5991,30.68006454,132.1533531,0.582685032,0.216320847,,2.648568329,4.569,True,Residential,440.511177
5995,33.25920319,122.9558358,0.237433742,0.289342097,,1.07924428,4.573,True,Residential,409.852786
5997,30.3010928,109.7573313,0.430676716,0.236709498,,1.957621437,4.575,True,Residential,365.8577712
6001,30.16491245,52.21596728,0.363206825,0.22367907,,1.650940114,4.579,True,Residential,174.0532243
6061,32.87794783,65.7567732,0.300021493,0.244998626,,1.36373406,4.639,True,Residential,219.189244
6065,34.54028066,98.1198536,0.208735209,0.277945263,,0.948796404,4.643,True,Residential,327.0661787
6067,33.36087043,105.3250227,0.438354822,0.221737777,,1.992521919,4.645,True,Residential,351.083409
6071,29.37139371,145.2278944,0.307968599,0.278113796,,1.399857267,4.649,True,Residential,484.0929813
6073,30.76056804,154.4068202,0.511417562,0.227390365,,2.324625283,4.651,True,Residential,514.6894006
6076,31.75100814,164.5974646,0.522033112,0.213222882,,2.37287778,4.654,True,Residential,548.6582153
6080,29.38543764,172.2261057,0.244688944,0.31514498,,1.112222474,4.658,False,Residential,574.0870189
6081,31.72539121,165.1399301,0.205370999,0.305087213,,0.933504541,4.659,False,Residential,550.4664336
6082,31.08950738,147.6417279,0.490230879,0.219439925,,2.228322178,4.66,True,Residential,492.1390931
6086,33.45294085,142.435532,0.369982018,0.270449499,,1.681736448,4.664,True,Residential,474.7851066
6088,34.60303274,129.3393491,0.496722638,0.212816039,,2.257830173,4.666,True,Residential,431.1311638
6092,32.83715169,109.5724816,0.462373484,0.218073992,,2.101697655,4.67,True,Residential,365.2416052
6097,29.65269996,59.98220309,0.325228371,0.234669911,,1.47831078,4.675,True,Residential,199.940677
6157,31.2488168,62.76628518,0.536800431,0.2,,2.44000196,4.735,True,Residential,209.2209506
6163,31.41403972,108.7203626,0.223163755,0.279473348,,1.014380705,4.741,True,Residential,362.4012086
6165,32.81381697,130.771319,0.266125258,0.277034576,,1.209660266,4.743,True,Residential,435.9043968
6167,32.84327999,129.1984462,0.252068567,0.28231624,,1.145766214,4.745,True,Residential,430.6614872
6169,32.86873086,136.9378087,0.216326768,0.298723303,,0.98330349,4.747,True,Residential,456.4593624
6171,34.15877954,166.0373738,0.474674928,0.254924643,,2.157613311,4.749,True,Residential,553.4579126
6174,31.75793748,155.1740448,0.345717517,0.288633543,,1.571443259,4.752,True,Residential,517.2468162
6176,31.25554615,151.1040832,0.553033009,0.232176703,,2.513786405,4.754,True,Residential,503.6802773
6179,32.33906047,161.8163581,0.534976358,0.211732432,,2.43171072,4.757,True,Residential,539.3878603
6183,34.52348838,128.2282776,0.544559506,0.213747379,,2.475270481,4.761,True,Residential,427.4275921
6187,34.43266898,111.4416319,0.330723249,0.252745896,,1.503287494,4.765,True,Residential,371.4721064
6190,34.24112488,86.2610513,0.471384904,0.207708321,,2.142658656,4.768,True,Residential,287.5368377
6247,34.85422109,8.58667204,0.586144717,0.2,,2.664294168,4.825,True,Residential,28.62224013
6257,33.45265012,95.53905663,0.458778639,0.221815841,,2.08535745,4.835,True,Residential,318.4635221
6261,30.96059948,116.7096532,0.579169167,0.2,,2.632587123,4.839,True,Residential,389.0321774
6266,29.21571953,146.3345326,0.348796277,0.282488021,,1.585437623,4.844,True,Residential,487.7817755
6268,29.12744498,148.6384138,0.23829274,0.293765178,,1.083148818,4.846,True,Residential,495.4613792
6270,31.61501697,161.8027371,0.509428743,0.247208994,,2.315585195,4.848,True,Residential,539.3424569
6273,31.91254189,140.5341963,0.489399386,0.236521315,,2.224542664,4.851,True,Residential,468.447321
6276,34.9606914,146.1799945,0.259620744,0.284440748,,1.180094289,4.854,True,Residential,487.2666482
6278,34.85581832,141.6203165,0.205782581,0.30191207,,0.935375369,4.856,False,Residential,472.0677216
6279,33.37271713,140.140258,0.453168907,0.223654907,,2.059858667,4.857,True,Residential,467.1341932
6283,30.66750134,111.2498628,0.202628552,0.291395326,,0.921038874,4.861,True,Residential,370.8328759
6285,32.81186388,103.7934457,0.238942701,0.284551973,,1.086103187,4.863,True,Residential,345.9781523
6287,34.90604747,76.48611858,0.57922764,0.2,,2.632852908,4.865,True,Residential,254.9537286
6350,34.2643683,61.85273797,0.381688441,0.228580687,,1.73494746,4.928,True,Residential,206.1757932
6355,31.40204674,106.087306,0.360604862,0.253313072,,1.639113007,4.933,True,Residential,353.6243533
6358,30.67390919,125.8186809,0.276243595,0.272114601,,1.255652703,4.936,True,Residential,419.3956029
6360,32.15652067,135.0091101,0.289347376,0.26693148,,1.315215344,4.938,True,Residential,450.0303669
6362,31.01072095,157.8563516,0.546246548,0.206549582,,2.482938855,4.94,True,Residential,526.1878386
6366,29.83736806,150.418502,0.307982395,0.277595952,,1.399919978,4.944,True,Residential,501.3950066
6368,29.6357873,146.577176,0.391103896,0.255910256,,1.777744981,4.946,True,Residential,488.5905866
6371,31.08373124,133.2409776,0.385089622,0.26864309,,1.750407371,4.949,True,Residential,444.136592
6373,33.88744882,143.2204275,0.565328795,0.2,,2.569676343,4.951,True,Residential,477.4014248
6378,31.23300009,95.4668983,0.429951897,0.247842668,,1.954326803,4.956,True,Residential,318.2229943
6381,33.29125531,68.4082554,0.398861973,0.219262636,,1.813008969,4.959,True,Residential,228.027518
6387,32.05614382,44.7870341,0.333657252,0.235222429,,1.516623873,4.965,True,Residential,149.2901137
6447,29.45660223,67.42801789,0.259316818,0.267183433,,1.178712811,5.025,True,Residential,224.7600596
6450,33.45302825,87.49412412,0.561436,0.2,,2.551981818,5.028,True,Residential,291.6470804
6455,34.4485237,128.6458514,0.517293499,0.223078034,,2.351334085,5.033,True,Residential,428.8195048
6459,34.30467308,144.572362,0.398434139,0.261885742,,1.811064266,5.037,True,Residential,481.9078732
6461,32.63698385,150.7707637,0.287263575,0.268490781,,1.305743521,5.039,True,Residential,502.5692125
6463,30.69512926,150.7052829,0.450997494,0.231503042,,2.049988608,5.041,True,Residential,502.3509429
6466,30.23399444,150.8217753,0.439825137,0.232401354,,1.999205167,5.044,True,Residential,502.7392511
6469,30.14023424,135.3876433,0.537647327,0.203209572,,2.443851485,5.047,True,Residential,451.2921444
6473,32.10410411,122.2534344,0.503733324,0.207534547,,2.289696926,5.051,True,Residential,407.5114479
6478,34.74781103,92.11287713,0.424021457,0.22689017,,1.927370257,5.056,True,Residential,307.0429238
6485,33.37419994,5.902702022,0.235285712,0.247910841,,1.069480507,5.063,True,Residential,19.67567341
6542,30.68967864,63.38626002,0.460351305,0.203541683,,2.092505933,5.12,True,Residential,211.2875334
6548,30.15354622,115.4140794,0.263355424,0.285428681,,1.197070108,5.126,True,Residential,384.7135978
6550,30.55329411,126.7055132,0.544782997,0.209858209,,2.476286349,5.128,True,Residential,422.3517108
6554,31.57013979,139.0669971,0.455294358,0.234578735,,2.069519809,5.132,True,Residential,463.556657
6557,33.49169779,142.9590563,0.24673946,0.280963463,,1.121542999,5.135,True,Residential,476.5301876
6559,34.42701352,155.3429127,0.390293068,0.257955765,,1.774059398,5.137,True,Residential,517.809709
6562,31.02016218,140.8803447,0.380205274,0.272120339,,1.728205791,5.14,True,Residential,469.601149
6564,32.13532666,123.9288832,0.523370092,0.208062609,,2.378954963,5.142,True,Residential,413.0962774
6568,30.05624368,122.4925376,0.427054183,0.231955908,,1.941155376,5.146,True,Residential,408.3084585
6572,32.46545541,86.62465988,0.243078359,0.276573436,,1.104901632,5.15,True,Residential,288.7488663
6574,31.3015552,75.7822757,0.349856534,0.23279538,,1.590256975,5.152,True,Residential,252.6075857
6583,31.95649588,0.0,0.216731576,0.248430725,,0.985143526,5.161,True,Residential,0.0
6639,32.1253377,66.69959192,0.435548489,0.215134896,,1.979765861,5.217,True,Residential,222.3319731
6644,34.79199538,107.1063441,0.259488112,0.266155205,,1.179491418,5.222,True,Residential,357.021147
6647,32.16254787,118.4374962,0.304185023,0.27639971,,1.382659197,5.225,True,Residential,394.7916539
6649,33.27037232,131.7015124,0.23650871,0.281656606,,1.075039589,5.227,True,Residential,439.0050414
6651,30.68225185,116.1646226,0.526193045,0.20950909,,2.391786567,5.229,True,Residential,387.2154088
6655,30.34577379,143.109864,0.469672935,0.236371081,,2.134876976,5.233,True,Residential,477.03288
6658,32.94574359,134.287838,0.373903743,0.244302345,,1.699562467,5.236,True,Residential,447.6261265
6661,30.74936499,141.3975987,0.414245678,0.245642686,,1.882934899,5.239,True,Residential,471.325329
6664,33.35442867,117.1216903,0.235512513,0.277785084,,1.070511424,5.242,True,Residential,390.4056343
6666,32.69879591,103.763157,0.254486312,0.268218455,,1.156755962,5.244,True,Residential,345.8771902
6669,32.56816857,80.84001121,0.314394626,0.257719342,,1.429066483,5.247,True,Residential,269.466704
6673,34.79282913,61.74289102,0.474882294,0.210311587,,2.15855588,5.251,True,Residential,205.8096367
6735,34.06720874,79.07021123,0.433347159,0.225222574,,1.969759813,5.313,True,Residential,263.5673708
6740,31.06135244,114.0731133,0.465263397,0.232669646,,2.114833621,5.318,True,Residential,380.2437111
6744,32.71151687,118.2286713,0.322313937,0.268023141,,1.465063351,5.322,True,Residential,394.095571
6746,34.55179179,143.0803167,0.480648792,0.216032461,,2.184767237,5.324,True,Residential,476.9343891
6750,31.65431652,129.8221204,0.383397192,0.249580177,,1.742714511,5.328,True,Residential,432.7404014
6753,30.81925053,140.7704505,0.492579799,0.23147384,,2.238999086,5.331,True,Residential,469.234835
6757,29.13297625,121.2467135,0.467045533,0.246741583,,2.122934241,5.335,True,Residential,404.1557116
6760,29.02691803,108.5964608,0.570236695,0.2,,2.591984977,5.338,True,Residential,361.9882025
6765,34.26366289,93.08030069,0.571232236,0.2,,2.596510163,5.343,True,Residential,310.267669
6824,33.08216897,18.29287512,0.593820338,0.2,,2.699183353,5.402,True,Residential,60.97625039
6833,32.61591669,84.57033582,0.295578547,0.249916101,,1.343538852,5.411,True,Residential,281.9011194
6837,33.43433064,105.4027372,0.249551406,0.290858097,,1.134324574,5.415,True,Residential,351.3424572
6839,33.30379177,130.2499555,0.435161632,0.241840575,,1.978007417,5.417,True,Residential,434.1665183
